model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-29T11:03:23.176442+00:00

Build Times
provider,build_time_s
torchinferno,494.7
vllm,676.2
sglang,279.4

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,160.85,139.47,150.36,vllm
ttft_p99_ms,2437.07,230.81,603.77,vllm
tpot_median_ms,46.67,49.60,75.67,torchinferno
tpot_p99_ms,828.69,137.57,180.76,vllm
e2e_median_ms,198.33,178.57,226.00,vllm
e2e_p99_ms,2491.19,287.96,740.82,vllm
throughput_median_tps,5.84,7.88,5.29,vllm
total_output_tokens,1461,1454,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,249.22,210.38,220.36,vllm
ttft_p99_ms,664.81,505.25,70374.86,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,269.64,231.94,360.23,vllm
e2e_p99_ms,686.21,530.13,70440.41,vllm
throughput_median_tps,3.71,4.31,2.78,vllm
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,316.41,155.22,161.24,vllm
ttft_p99_ms,592.22,308.38,281.30,sglang
tpot_median_ms,57.78,58.51,101.51,torchinferno
tpot_p99_ms,361.22,177.35,228.89,vllm
e2e_median_ms,371.91,201.14,253.50,vllm
e2e_p99_ms,640.48,395.79,439.56,vllm
throughput_median_tps,3.59,6.95,5.28,vllm
total_output_tokens,1446,1450,1448,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,
ttft_first_turn_ms,437.47,131.26,114.74,sglang
ttft_last_turn_ms,405.66,148.17,188.60,vllm
ttft_growth_ratio,0.93,1.13,1.64,torchinferno
ttft_first_turn_median_ms,440.69,129.55,109.81,sglang
ttft_first_turn_p99_ms,616.46,286.37,192.46,sglang
ttft_last_turn_median_ms,409.73,148.46,180.89,vllm
ttft_last_turn_p99_ms,464.73,279.14,299.84,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,208.23,63.02,78.67,vllm
ttft_p99_ms,430.85,2055.72,553.57,torchinferno
tpot_median_ms,59.11,31.55,52.51,vllm
tpot_p99_ms,103.12,1712.67,519.54,torchinferno
e2e_median_ms,257.50,85.55,138.54,vllm
e2e_p99_ms,494.88,3731.76,596.19,torchinferno
throughput_median_tps,5.41,14.12,9.96,vllm
total_output_tokens,1502,1464,1463,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,317.74,76.45,68.62,sglang
ttft_p99_ms,924.20,210.36,226.22,vllm
tpot_median_ms,22.91,15.04,22.11,vllm
tpot_p99_ms,58.18,19.62,26.02,vllm
e2e_median_ms,1119.76,629.65,844.11,vllm
e2e_p99_ms,2063.32,1010.30,1580.98,vllm
throughput_median_tps,32.48,57.59,42.12,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_conversation_idx,metadata_turn_idx
vllm,tree_of_thought,185,76.87,0.00,92.24,1,10.84,1,,
vllm,tree_of_thought,186,59.03,0.00,78.01,1,12.82,1,,
vllm,tree_of_thought,187,55.25,38.75,94.00,2,21.28,1,,
vllm,tree_of_thought,188,61.31,31.28,92.59,2,21.60,1,,
vllm,tree_of_thought,189,78.76,0.00,95.85,1,10.43,1,,
vllm,tree_of_thought,190,53.20,0.00,66.41,1,15.06,1,,
vllm,tree_of_thought,191,49.81,34.72,84.53,2,23.66,1,,
vllm,tree_of_thought,192,65.27,0.00,84.09,1,11.89,1,,
vllm,tree_of_thought,193,69.76,34.42,104.18,2,19.20,1,,
vllm,tree_of_thought,194,50.60,31.66,82.26,2,24.31,0,,
vllm,tree_of_thought,195,68.67,0.00,82.62,1,12.10,1,,
vllm,tree_of_thought,196,62.93,31.38,94.31,2,21.21,1,,
vllm,tree_of_thought,197,67.23,0.00,89.46,1,11.18,1,,
vllm,tree_of_thought,198,2091.11,0.00,2102.98,1,0.48,1,,
vllm,tree_of_thought,199,2024.85,0.00,2038.57,1,0.49,1,,
vllm,tree_of_thought,200,2055.38,1703.71,3759.09,2,0.53,1,,
vllm,tree_of_thought,201,2028.60,1711.97,3740.57,2,0.53,1,,
vllm,tree_of_thought,202,60.68,0.00,78.11,1,12.80,1,,
vllm,tree_of_thought,203,69.95,0.00,78.35,1,12.76,1,,
vllm,tree_of_thought,204,55.67,33.45,89.11,2,22.44,1,,
vllm,tree_of_thought,205,65.44,0.00,88.64,1,11.28,1,,
vllm,tree_of_thought,206,57.84,0.00,71.68,1,13.95,1,,
vllm,tree_of_thought,207,56.29,0.00,69.85,1,14.32,1,,
vllm,tree_of_thought,208,53.87,31.02,84.89,2,23.56,1,,
vllm,tree_of_thought,209,49.02,0.00,71.98,1,13.89,1,,
vllm,tree_of_thought,210,54.41,0.00,75.08,1,13.32,1,,
vllm,tree_of_thought,211,63.43,0.00,81.50,1,12.27,1,,
vllm,tree_of_thought,212,64.65,0.00,77.82,1,12.85,1,,
vllm,tree_of_thought,213,59.94,0.00,71.68,1,13.95,1,,
vllm,tree_of_thought,214,59.12,0.00,83.79,1,11.93,1,,
vllm,tree_of_thought,215,66.23,40.27,106.50,2,18.78,1,,
vllm,tree_of_thought,216,58.86,26.45,85.31,2,23.45,1,,
vllm,tree_of_thought,217,54.57,0.00,72.59,1,13.78,1,,
vllm,tree_of_thought,218,54.52,0.00,68.56,1,14.59,1,,
vllm,tree_of_thought,219,58.48,28.52,87.00,2,22.99,1,,
vllm,tree_of_thought,220,64.79,0.00,87.65,1,11.41,1,,
vllm,tree_of_thought,221,64.54,34.68,99.22,2,20.16,1,,
vllm,tree_of_thought,222,52.05,37.11,89.15,2,22.43,1,,
vllm,tree_of_thought,223,70.33,0.00,86.97,1,11.50,1,,
vllm,tree_of_thought,224,48.34,0.00,70.47,1,14.19,1,,
vllm,tree_of_thought,225,66.57,0.00,90.07,1,11.10,1,,
vllm,tree_of_thought,226,80.86,0.00,97.00,1,10.31,1,,
vllm,tree_of_thought,227,65.49,0.00,82.93,1,12.06,1,,
vllm,tree_of_thought,228,60.32,33.58,93.90,2,21.30,1,,
vllm,tree_of_thought,229,54.65,0.00,79.25,1,12.62,1,,
vllm,tree_of_thought,230,64.62,1998.80,2063.43,2,0.97,1,,
vllm,tree_of_thought,231,2033.73,0.00,2100.89,1,0.48,1,,
vllm,tree_of_thought,232,2058.67,0.00,2067.21,1,0.48,1,,
vllm,tree_of_thought,233,1722.40,21.71,1744.11,2,1.15,1,,
vllm,tree_of_thought,234,51.14,24.57,75.71,2,26.42,1,,
vllm,tree_of_thought,235,51.32,0.00,71.11,1,14.06,1,,
vllm,tree_of_thought,236,72.77,0.00,85.04,1,11.76,1,,
vllm,tree_of_thought,237,54.71,31.02,85.73,2,23.33,1,,
vllm,tree_of_thought,238,65.58,32.42,97.99,2,20.41,1,,
vllm,tree_of_thought,239,81.84,0.00,85.83,1,11.65,1,,
vllm,tree_of_thought,240,57.25,0.00,74.64,1,13.40,1,,
vllm,tree_of_thought,241,60.28,34.78,95.06,2,21.04,1,,
vllm,tree_of_thought,242,66.60,32.27,98.88,2,20.23,1,,
vllm,tree_of_thought,243,69.13,0.00,91.85,1,10.89,1,,
vllm,tree_of_thought,244,68.45,0.00,89.05,1,11.23,1,,
vllm,tree_of_thought,245,64.65,36.56,101.21,2,19.76,1,,
vllm,tree_of_thought,246,91.44,0.00,96.75,1,10.34,1,,
vllm,tree_of_thought,247,77.17,0.00,83.47,1,11.98,1,,
vllm,tree_of_thought,248,52.94,33.17,86.11,2,23.22,1,,
vllm,tree_of_thought,249,51.50,31.96,83.46,2,23.96,1,,
vllm,tree_of_thought,250,68.21,0.00,92.01,1,10.87,1,,
vllm,tree_of_thought,251,61.55,40.84,102.40,2,19.53,1,,
vllm,tree_of_thought,252,65.94,0.00,84.40,1,11.85,1,,
vllm,tree_of_thought,253,51.22,35.00,86.22,2,23.20,1,,
vllm,tree_of_thought,254,62.66,27.94,90.60,2,22.07,1,,
vllm,tree_of_thought,255,70.47,0.00,93.60,1,10.68,1,,
vllm,tree_of_thought,256,57.98,0.00,71.85,1,13.92,1,,
vllm,tree_of_thought,257,56.10,37.84,93.94,2,21.29,1,,
vllm,tree_of_thought,258,62.12,0.00,74.98,1,13.34,1,,
vllm,tree_of_thought,259,63.53,28.04,91.57,2,21.84,1,,
vllm,tree_of_thought,260,60.50,0.00,72.68,1,13.76,1,,
vllm,tree_of_thought,261,71.06,38.69,109.75,2,18.22,1,,
vllm,tree_of_thought,262,2025.96,85.87,2111.84,2,0.95,1,,
vllm,tree_of_thought,263,2056.40,0.00,2066.79,1,0.48,1,,
vllm,tree_of_thought,264,1717.83,20.64,1738.47,2,1.15,1,,
vllm,tree_of_thought,265,51.12,0.00,64.83,1,15.43,1,,
vllm,tree_of_thought,266,56.20,0.00,78.11,1,12.80,1,,
vllm,tree_of_thought,267,96.93,0.00,103.75,1,9.64,1,,
vllm,tree_of_thought,268,64.03,25.16,89.20,2,22.42,1,,
vllm,tree_of_thought,269,50.35,29.74,80.09,2,24.97,1,,
vllm,tree_of_thought,270,65.73,0.00,90.05,1,11.11,1,,
vllm,tree_of_thought,271,58.89,29.80,88.69,2,22.55,1,,
vllm,tree_of_thought,272,74.30,27.01,101.32,2,19.74,1,,
vllm,tree_of_thought,273,63.39,25.15,113.68,3,26.39,1,,
vllm,tree_of_thought,274,53.02,35.38,88.40,2,22.62,1,,
vllm,tree_of_thought,275,70.58,28.50,99.08,2,20.19,1,,
vllm,tree_of_thought,276,72.17,0.00,88.44,1,11.31,1,,
vllm,tree_of_thought,277,65.78,0.00,80.69,1,12.39,1,,
vllm,tree_of_thought,278,63.46,37.93,101.39,2,19.72,1,,
vllm,tree_of_thought,279,71.59,32.38,103.96,2,19.24,1,,
vllm,tree_of_thought,280,64.22,0.00,81.74,1,12.23,1,,
vllm,tree_of_thought,281,57.90,34.96,92.86,2,21.54,1,,
vllm,tree_of_thought,282,71.37,0.00,89.17,1,11.21,1,,
vllm,tree_of_thought,283,64.53,0.00,80.95,1,12.35,1,,
vllm,tree_of_thought,284,88.24,18.62,106.86,2,18.72,1,,
vllm,tree_of_thought,285,62.83,32.52,95.35,2,20.98,1,,
vllm,tree_of_thought,286,59.49,0.00,74.15,1,13.49,1,,
vllm,tree_of_thought,287,66.08,0.00,80.96,1,12.35,1,,
vllm,tree_of_thought,288,74.61,20.75,95.35,2,20.97,1,,
vllm,tree_of_thought,289,53.11,0.00,73.41,1,13.62,1,,
vllm,tree_of_thought,290,56.35,40.71,97.06,2,20.61,1,,
vllm,tree_of_thought,291,2035.58,0.00,2049.38,1,0.49,1,,
vllm,tree_of_thought,292,1945.93,0.00,1959.30,1,0.51,1,,
vllm,tree_of_thought,293,2026.35,1702.09,3728.45,2,0.54,1,,
vllm,tree_of_thought,294,2030.61,1705.86,3736.46,2,0.54,1,,
vllm,tree_of_thought,295,67.53,0.00,81.78,1,12.23,1,,
vllm,tree_of_thought,296,57.73,0.00,71.01,1,14.08,1,,
vllm,tree_of_thought,297,66.34,0.00,75.21,1,13.30,1,,
vllm,tree_of_thought,298,63.42,0.00,81.19,1,12.32,1,,
vllm,tree_of_thought,299,64.19,27.46,91.65,2,21.82,1,,
vllm,tree_of_thought,300,50.74,0.00,67.11,1,14.90,1,,
vllm,tree_of_thought,301,65.49,0.00,82.58,1,12.11,1,,
vllm,tree_of_thought,302,69.52,33.99,103.51,2,19.32,1,,
vllm,tree_of_thought,303,70.22,0.00,99.08,1,10.09,1,,
vllm,tree_of_thought,304,54.81,0.00,71.32,1,14.02,1,,
vllm,tree_of_thought,305,51.83,0.00,76.82,1,13.02,1,,
vllm,tree_of_thought,306,59.99,0.00,78.31,1,12.77,1,,
vllm,tree_of_thought,307,68.24,34.68,102.92,2,19.43,1,,
vllm,tree_of_thought,308,67.77,0.00,74.13,1,13.49,1,,
vllm,tree_of_thought,309,90.36,0.00,101.85,1,9.82,1,,
vllm,tree_of_thought,310,60.55,0.00,86.03,1,11.62,1,,
vllm,tree_of_thought,311,70.15,0.00,83.54,1,11.97,1,,
vllm,tree_of_thought,312,71.28,0.00,85.12,1,11.75,1,,
vllm,tree_of_thought,313,54.36,18.75,166.83,7,41.96,1,,
vllm,tree_of_thought,314,55.29,0.00,71.58,1,13.97,1,,
vllm,tree_of_thought,315,67.45,0.00,85.24,1,11.73,1,,
vllm,tree_of_thought,316,49.83,32.01,81.84,2,24.44,1,,
vllm,tree_of_thought,317,67.37,21.74,110.85,3,27.06,0,,
vllm,tree_of_thought,318,58.55,36.35,94.90,2,21.07,1,,
vllm,tree_of_thought,319,66.27,0.00,80.50,1,12.42,1,,
vllm,tree_of_thought,320,47.74,37.06,84.80,2,23.59,1,,
vllm,tree_of_thought,321,60.46,26.43,86.89,2,23.02,1,,
vllm,tree_of_thought,322,2030.93,0.00,2042.05,1,0.49,1,,
vllm,tree_of_thought,323,2042.80,0.00,2057.16,1,0.49,1,,
vllm,tree_of_thought,324,2025.16,1706.60,3731.76,2,0.54,1,,
vllm,tree_of_thought,325,2063.17,1714.44,3777.61,2,0.53,0,,
vllm,tree_of_thought,326,57.72,26.01,83.72,2,23.89,1,,
vllm,tree_of_thought,327,76.30,29.52,105.83,2,18.90,1,,
vllm,tree_of_thought,328,66.17,29.92,96.08,2,20.82,1,,
vllm,tree_of_thought,329,60.30,0.00,80.43,1,12.43,1,,
vllm,tree_of_thought,330,41.30,33.25,74.54,2,26.83,1,,
vllm,tree_of_thought,331,61.62,0.00,74.93,1,13.35,1,,
vllm,tree_of_thought,332,66.29,0.00,84.83,1,11.79,1,,
vllm,tree_of_thought,333,76.98,36.47,113.44,2,17.63,1,,
vllm,tree_of_thought,334,57.91,27.35,85.26,2,23.46,1,,
vllm,tree_of_thought,335,52.66,0.00,75.26,1,13.29,1,,
vllm,tree_of_thought,336,61.48,0.00,74.85,1,13.36,1,,
vllm,tree_of_thought,337,65.91,0.00,89.28,1,11.20,1,,
vllm,tree_of_thought,338,75.20,0.00,82.36,1,12.14,1,,
vllm,tree_of_thought,339,64.33,0.00,82.17,1,12.17,1,,
vllm,tree_of_thought,340,78.75,0.00,93.88,1,10.65,1,,
vllm,tree_of_thought,341,53.53,0.00,75.58,1,13.23,1,,
vllm,tree_of_thought,342,65.06,31.03,96.09,2,20.81,1,,
vllm,tree_of_thought,343,61.99,41.25,103.24,2,19.37,1,,
vllm,tree_of_thought,344,68.28,31.42,99.70,2,20.06,1,,
vllm,tree_of_thought,345,47.86,32.51,80.37,2,24.88,1,,
vllm,tree_of_thought,346,58.78,0.00,76.77,1,13.03,1,,
vllm,tree_of_thought,347,60.80,0.00,73.23,1,13.66,1,,
vllm,tree_of_thought,348,54.59,35.73,90.32,2,22.14,1,,
vllm,tree_of_thought,349,65.93,0.00,84.88,1,11.78,1,,
vllm,tree_of_thought,350,62.27,28.13,90.40,2,22.12,0,,
vllm,tree_of_thought,351,70.23,35.63,105.87,2,18.89,1,,
vllm,tree_of_thought,352,55.49,36.41,91.90,2,21.76,1,,
vllm,tree_of_thought,353,52.41,0.00,2040.08,1,0.49,1,,
vllm,tree_of_thought,354,2096.72,0.00,2103.39,1,0.48,1,,
vllm,tree_of_thought,355,2052.97,0.00,2064.95,1,0.48,1,,
vllm,tree_of_thought,356,2032.55,1714.00,3746.54,2,0.53,1,,
vllm,tree_of_thought,357,68.41,28.15,96.57,2,20.71,1,,
vllm,tree_of_thought,358,79.14,0.00,88.86,1,11.25,1,,
vllm,tree_of_thought,359,73.46,0.00,88.07,1,11.35,1,,
vllm,tree_of_thought,360,56.67,0.00,77.08,1,12.97,1,,
vllm,tree_of_thought,361,49.48,0.00,67.33,1,14.85,1,,
vllm,tree_of_thought,362,70.78,32.18,102.96,2,19.42,1,,
vllm,tree_of_thought,363,68.56,0.00,84.66,1,11.81,1,,
vllm,tree_of_thought,364,79.65,34.59,114.24,2,17.51,1,,
vllm,tree_of_thought,365,55.73,0.00,70.79,1,14.13,1,,
vllm,tree_of_thought,366,58.55,36.52,95.07,2,21.04,1,,
vllm,tree_of_thought,367,51.53,0.00,75.75,1,13.20,1,,
vllm,tree_of_thought,368,56.03,0.00,74.57,1,13.41,1,,
vllm,tree_of_thought,369,57.89,33.00,90.88,2,22.01,1,,
vllm,tree_of_thought,370,52.71,0.00,72.28,1,13.83,1,,
vllm,tree_of_thought,371,63.20,0.00,78.85,1,12.68,1,,
vllm,tree_of_thought,372,52.83,39.13,91.96,2,21.75,1,,
vllm,tree_of_thought,373,65.13,33.38,98.51,2,20.30,1,,
vllm,tree_of_thought,374,68.99,25.83,94.81,2,21.09,1,,
vllm,tree_of_thought,375,74.09,31.68,105.76,2,18.91,1,,
vllm,tree_of_thought,376,52.78,0.00,69.70,1,14.35,1,,
vllm,tree_of_thought,377,57.86,0.00,73.49,1,13.61,1,,
vllm,tree_of_thought,378,58.51,0.00,78.18,1,12.79,1,,
vllm,tree_of_thought,379,69.96,0.00,91.34,1,10.95,1,,
vllm,tree_of_thought,380,76.96,27.81,104.77,2,19.09,1,,
vllm,tree_of_thought,381,54.97,0.00,74.76,1,13.38,1,,
vllm,tree_of_thought,382,91.94,33.50,125.44,2,15.94,1,,
vllm,tree_of_thought,383,55.94,30.94,86.87,2,23.02,1,,
vllm,tree_of_thought,384,67.75,0.00,76.15,1,13.13,1,,
vllm,tree_of_thought,385,2027.48,0.00,2048.28,1,0.49,1,,
vllm,tree_of_thought,386,2048.17,0.00,2055.03,1,0.49,1,,
vllm,tree_of_thought,387,2076.67,1705.85,3782.52,2,0.53,1,,
vllm,tree_of_thought,388,58.64,31.77,90.41,2,22.12,1,,
vllm,tree_of_thought,389,48.62,29.61,78.23,2,25.56,1,,
vllm,tree_of_thought,390,67.98,0.00,88.75,1,11.27,1,,
vllm,tree_of_thought,391,67.84,33.70,101.54,2,19.70,0,,
vllm,tree_of_thought,392,63.20,0.00,79.48,1,12.58,1,,
vllm,tree_of_thought,393,56.54,0.00,80.69,1,12.39,1,,
vllm,tree_of_thought,394,81.38,26.38,107.76,2,18.56,1,,
vllm,tree_of_thought,395,70.69,22.59,93.28,2,21.44,0,,
vllm,tree_of_thought,396,49.85,35.50,85.35,2,23.43,1,,
vllm,tree_of_thought,397,69.80,0.00,81.92,1,12.21,1,,
vllm,tree_of_thought,398,62.98,27.66,90.64,2,22.06,1,,
vllm,tree_of_thought,399,56.83,0.00,70.49,1,14.19,1,,
vllm,tree_of_thought,400,80.43,0.00,96.99,1,10.31,1,,
vllm,tree_of_thought,401,61.86,0.00,82.80,1,12.08,1,,
vllm,tree_of_thought,402,59.35,28.18,87.53,2,22.85,1,,
vllm,tree_of_thought,403,52.15,34.20,86.35,2,23.16,1,,
vllm,tree_of_thought,404,55.75,0.00,80.21,1,12.47,1,,
vllm,tree_of_thought,405,55.21,0.00,78.25,1,12.78,1,,
vllm,tree_of_thought,406,71.56,0.00,90.15,1,11.09,1,,
vllm,tree_of_thought,407,76.67,0.00,96.02,1,10.41,1,,
vllm,tree_of_thought,408,50.42,35.32,85.74,2,23.33,1,,
vllm,tree_of_thought,409,63.23,0.00,72.24,1,13.84,1,,
vllm,tree_of_thought,410,68.24,35.50,103.73,2,19.28,1,,
vllm,tree_of_thought,411,65.77,25.03,90.80,2,22.03,1,,
vllm,tree_of_thought,412,51.87,0.00,70.06,1,14.27,1,,
vllm,tree_of_thought,413,78.18,37.65,115.83,2,17.27,1,,
vllm,tree_of_thought,414,63.73,0.00,86.70,1,11.53,1,,
vllm,tree_of_thought,415,67.88,1992.66,2060.54,2,0.97,1,,
vllm,tree_of_thought,416,2033.24,0.00,2055.26,1,0.49,1,,
vllm,tree_of_thought,417,2085.60,0.00,2103.05,1,0.48,1,,
vllm,tree_of_thought,418,2045.91,1712.67,3758.58,2,0.53,1,,
vllm,tree_of_thought,419,62.64,30.49,93.13,2,21.48,1,,
vllm,tree_of_thought,420,72.90,0.00,83.39,1,11.99,1,,
vllm,tree_of_thought,421,71.40,27.32,98.72,2,20.26,1,,
vllm,tree_of_thought,422,52.32,30.80,83.11,2,24.06,1,,
vllm,tree_of_thought,423,84.11,0.00,100.87,1,9.91,1,,
vllm,tree_of_thought,424,64.35,0.00,80.24,1,12.46,1,,
vllm,tree_of_thought,425,73.57,36.98,110.55,2,18.09,1,,
vllm,tree_of_thought,426,79.28,0.00,90.12,1,11.10,1,,
vllm,tree_of_thought,427,67.29,33.04,100.33,2,19.93,1,,
vllm,tree_of_thought,428,67.64,0.00,71.15,1,14.05,1,,
vllm,tree_of_thought,429,54.36,35.89,90.25,2,22.16,0,,
vllm,tree_of_thought,430,71.92,33.32,105.24,2,19.00,1,,
vllm,tree_of_thought,431,83.29,0.00,94.69,1,10.56,1,,
vllm,tree_of_thought,432,63.00,0.00,78.31,1,12.77,1,,
vllm,tree_of_thought,433,60.42,0.00,79.00,1,12.66,1,,
vllm,tree_of_thought,434,64.50,0.00,70.27,1,14.23,1,,
vllm,tree_of_thought,435,62.13,35.96,98.09,2,20.39,1,,
vllm,tree_of_thought,436,72.70,0.00,86.08,1,11.62,1,,
vllm,tree_of_thought,437,53.74,0.00,76.83,1,13.02,1,,
vllm,tree_of_thought,438,68.96,0.00,78.68,1,12.71,1,,
vllm,tree_of_thought,439,56.70,35.35,92.05,2,21.73,1,,
vllm,tree_of_thought,440,53.66,35.01,88.66,2,22.56,1,,
vllm,tree_of_thought,441,66.12,28.84,94.96,2,21.06,1,,
vllm,tree_of_thought,442,62.34,26.94,89.28,2,22.40,1,,
vllm,tree_of_thought,443,62.76,40.14,102.91,2,19.43,1,,
vllm,tree_of_thought,444,64.24,0.00,2051.00,1,0.49,1,,
vllm,tree_of_thought,445,2013.37,48.36,2110.09,3,1.42,1,,
vllm,tree_of_thought,446,1686.75,0.00,1697.29,1,0.59,1,,
vllm,tree_of_thought,447,1709.01,20.70,1729.70,2,1.16,1,,
vllm,tree_of_thought,448,1693.93,18.04,1711.97,2,1.17,1,,
vllm,tree_of_thought,449,1702.47,18.67,1721.14,2,1.16,1,,
vllm,tree_of_thought,450,55.47,0.00,74.31,1,13.46,1,,
vllm,tree_of_thought,451,63.88,0.00,82.37,1,12.14,1,,
vllm,tree_of_thought,452,64.46,35.94,100.41,2,19.92,1,,
vllm,tree_of_thought,453,63.19,0.00,83.12,1,12.03,1,,
vllm,tree_of_thought,454,79.45,0.00,88.66,1,11.28,1,,
vllm,tree_of_thought,455,70.94,29.57,100.52,2,19.90,1,,
vllm,tree_of_thought,456,54.34,32.88,87.22,2,22.93,1,,
vllm,tree_of_thought,457,58.12,0.00,74.82,1,13.37,1,,
vllm,tree_of_thought,458,55.03,0.00,78.69,1,12.71,1,,
vllm,tree_of_thought,459,63.55,0.00,74.38,1,13.44,1,,
vllm,tree_of_thought,460,54.74,38.71,93.45,2,21.40,1,,
vllm,tree_of_thought,461,73.39,0.00,83.34,1,12.00,1,,
vllm,tree_of_thought,462,76.06,31.18,107.24,2,18.65,1,,
vllm,tree_of_thought,463,62.63,28.28,90.91,2,22.00,1,,
vllm,tree_of_thought,464,59.89,0.00,75.81,1,13.19,1,,
vllm,tree_of_thought,465,50.86,0.00,75.07,1,13.32,1,,
vllm,tree_of_thought,466,62.74,0.00,86.31,1,11.59,1,,
vllm,tree_of_thought,467,57.78,0.00,74.23,1,13.47,1,,
vllm,tree_of_thought,468,57.91,0.00,77.23,1,12.95,1,,
vllm,tree_of_thought,469,50.53,0.00,68.89,1,14.52,1,,
vllm,tree_of_thought,470,63.49,27.88,91.37,2,21.89,1,,
vllm,tree_of_thought,471,57.69,0.00,82.46,1,12.13,1,,
vllm,tree_of_thought,472,59.53,0.00,70.09,1,14.27,1,,
vllm,tree_of_thought,473,70.25,0.00,88.09,1,11.35,1,,
vllm,tree_of_thought,474,73.34,25.51,98.86,2,20.23,1,,
vllm,tree_of_thought,475,68.44,38.98,107.41,2,18.62,1,,
vllm,tree_of_thought,476,67.60,0.00,86.37,1,11.58,1,,
vllm,tree_of_thought,477,64.62,33.45,98.07,2,20.39,1,,
vllm,tree_of_thought,478,65.51,38.96,104.47,2,19.14,1,,
vllm,tree_of_thought,479,64.65,1034.96,2134.56,3,1.41,0,,
vllm,tree_of_thought,480,2107.65,1709.52,3817.17,2,0.52,1,,
vllm,tree_of_thought,481,72.19,23.61,95.80,2,20.88,1,,
vllm,tree_of_thought,482,68.51,38.05,106.55,2,18.77,1,,
vllm,tree_of_thought,483,73.08,0.00,90.80,1,11.01,1,,
vllm,tree_of_thought,484,64.04,26.96,90.99,2,21.98,1,,
vllm,tree_of_thought,485,67.37,42.89,110.26,2,18.14,1,,
vllm,tree_of_thought,486,63.39,0.00,76.72,1,13.03,1,,
vllm,tree_of_thought,487,80.18,0.00,98.01,1,10.20,1,,
vllm,tree_of_thought,488,51.11,0.00,70.41,1,14.20,1,,
vllm,tree_of_thought,489,66.55,32.56,99.12,2,20.18,1,,
vllm,tree_of_thought,490,65.68,0.00,78.67,1,12.71,1,,
vllm,tree_of_thought,491,83.55,40.56,124.12,2,16.11,1,,
vllm,tree_of_thought,492,72.20,38.17,110.37,2,18.12,1,,
vllm,tree_of_thought,493,74.37,0.00,89.05,1,11.23,1,,
vllm,tree_of_thought,494,62.58,0.00,83.91,1,11.92,1,,
vllm,tree_of_thought,495,63.99,36.97,100.97,2,19.81,1,,
vllm,tree_of_thought,496,55.11,32.56,87.67,2,22.81,1,,
vllm,tree_of_thought,497,64.30,42.26,106.56,2,18.77,1,,
vllm,tree_of_thought,498,56.37,39.09,95.46,2,20.95,1,,
vllm,tree_of_thought,499,71.04,0.00,108.24,1,9.24,1,,
vllm,tree_of_thought,500,76.82,0.00,96.82,1,10.33,1,,
vllm,tree_of_thought,501,68.77,35.72,104.49,2,19.14,0,,
vllm,tree_of_thought,502,63.02,0.00,78.30,1,12.77,1,,
vllm,tree_of_thought,503,62.40,0.00,86.84,1,11.52,1,,
vllm,tree_of_thought,504,61.51,0.00,87.25,1,11.46,1,,
vllm,tree_of_thought,505,57.64,31.81,89.46,2,22.36,1,,
vllm,tree_of_thought,506,67.36,31.87,99.23,2,20.16,1,,
vllm,tree_of_thought,507,58.58,32.85,91.43,2,21.87,1,,
vllm,tree_of_thought,508,66.36,28.30,94.66,2,21.13,1,,
vllm,tree_of_thought,509,61.24,0.00,76.71,1,13.04,1,,
vllm,tree_of_thought,510,48.92,0.00,68.81,1,14.53,1,,
vllm,tree_of_thought,511,52.59,0.00,74.50,1,13.42,1,,
vllm,tree_of_thought,512,73.85,0.00,84.93,1,11.77,1,,
vllm,tree_of_thought,513,48.70,28.05,76.75,2,26.06,1,,
vllm,tree_of_thought,514,66.16,0.00,80.53,1,12.42,1,,
vllm,tree_of_thought,515,66.46,32.07,98.53,2,20.30,1,,
vllm,tree_of_thought,516,67.23,24.29,91.52,2,21.85,1,,
vllm,tree_of_thought,517,50.63,0.00,68.99,1,14.49,1,,
vllm,tree_of_thought,518,53.95,0.00,62.13,1,16.10,1,,
vllm,tree_of_thought,519,60.19,0.00,75.93,1,13.17,1,,
vllm,tree_of_thought,520,73.48,0.00,80.66,1,12.40,1,,
vllm,tree_of_thought,521,81.15,0.00,93.85,1,10.66,1,,
vllm,tree_of_thought,522,63.63,32.21,95.84,2,20.87,1,,
