model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-29T09:03:15.511556+00:00

Build Times
provider,build_time_s
torchinferno,604.7
vllm,642.0
sglang,267.9

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,160.83,138.18,157.49,vllm
ttft_p99_ms,2246.94,244.26,644.06,vllm
tpot_median_ms,47.17,45.29,71.54,vllm
tpot_p99_ms,825.06,119.07,170.33,vllm
e2e_median_ms,201.91,174.89,223.86,vllm
e2e_p99_ms,2305.69,289.21,790.75,vllm
throughput_median_tps,5.65,8.17,5.41,vllm
total_output_tokens,1461,1448,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,251.72,198.96,219.34,vllm
ttft_p99_ms,620.15,444.44,70522.33,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,269.12,224.62,368.49,vllm
e2e_p99_ms,630.80,470.09,70632.99,vllm
throughput_median_tps,3.72,4.45,2.71,vllm
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,312.28,165.85,172.38,vllm
ttft_p99_ms,459.78,308.04,627.13,vllm
tpot_median_ms,58.11,53.79,106.75,vllm
tpot_p99_ms,112.25,219.05,561.13,torchinferno
e2e_median_ms,365.59,210.50,276.93,vllm
e2e_p99_ms,499.90,441.86,740.80,vllm
throughput_median_tps,3.87,6.43,4.77,vllm
total_output_tokens,1458,1450,1448,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang
ttft_first_turn_ms,286.50,134.82,123.09,sglang
ttft_last_turn_ms,408.07,146.44,210.16,vllm
ttft_growth_ratio,1.42,1.09,1.71,vllm
ttft_first_turn_median_ms,259.52,144.33,116.76,sglang
ttft_first_turn_p99_ms,452.03,245.24,186.49,sglang
ttft_last_turn_median_ms,410.51,149.05,208.39,vllm
ttft_last_turn_p99_ms,471.48,240.36,302.28,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,191.79,62.15,86.07,vllm
ttft_p99_ms,504.17,4212.28,525.75,torchinferno
tpot_median_ms,56.98,31.34,39.86,vllm
tpot_p99_ms,89.46,130.50,142.72,torchinferno
e2e_median_ms,235.20,85.55,139.16,vllm
e2e_p99_ms,532.17,4318.90,566.77,torchinferno
throughput_median_tps,6.12,14.16,9.82,vllm
total_output_tokens,1470,1471,1482,sglang
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,314.86,76.75,70.41,sglang
ttft_p99_ms,1303.69,193.00,220.42,vllm
tpot_median_ms,23.24,14.81,22.31,vllm
tpot_p99_ms,65.13,18.93,26.96,vllm
e2e_median_ms,1121.29,619.63,833.42,vllm
e2e_p99_ms,2139.53,1008.87,1607.12,vllm
throughput_median_tps,32.19,58.58,41.90,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_conversation_idx,metadata_turn_idx
vllm,few_shot,653,136.56,52.21,188.77,2,10.59,1,,
vllm,few_shot,654,147.40,0.00,166.62,1,6.00,1,,
vllm,few_shot,655,133.00,49.81,182.81,2,10.94,1,,
vllm,few_shot,656,131.16,0.00,161.54,1,6.19,1,,
vllm,few_shot,657,150.96,51.40,202.36,2,9.88,1,,
vllm,few_shot,658,175.76,55.32,231.08,2,8.66,1,,
vllm,few_shot,659,174.42,0.00,204.35,1,4.89,1,,
vllm,few_shot,660,191.13,0.00,226.38,1,4.42,1,,
vllm,few_shot,661,172.08,0.00,216.84,1,4.61,1,,
vllm,few_shot,662,130.30,62.72,193.02,2,10.36,1,,
vllm,few_shot,663,169.31,0.00,216.22,1,4.62,1,,
vllm,few_shot,664,154.00,0.00,180.06,1,5.55,1,,
vllm,few_shot,665,148.29,0.00,174.59,1,5.73,1,,
vllm,few_shot,666,194.85,0.00,216.59,1,4.62,1,,
vllm,few_shot,667,181.22,55.99,237.21,2,8.43,1,,
vllm,few_shot,668,187.24,0.00,201.46,1,4.96,1,,
vllm,few_shot,669,244.26,0.00,244.48,1,4.09,1,,
vllm,few_shot,670,203.85,56.97,260.81,2,7.67,1,,
vllm,few_shot,671,202.78,0.00,227.84,1,4.39,1,,
vllm,few_shot,672,137.11,47.29,184.39,2,10.85,1,,
vllm,few_shot,673,151.61,0.00,214.68,1,4.66,1,,
vllm,few_shot,674,146.34,0.00,183.39,1,5.45,1,,
vllm,few_shot,675,178.68,51.84,230.52,2,8.68,1,,
vllm,few_shot,676,157.71,87.51,245.21,2,8.16,1,,
vllm,few_shot,677,176.76,0.00,198.11,1,5.05,1,,
vllm,few_shot,678,139.67,0.00,177.78,1,5.63,1,,
vllm,few_shot,679,147.99,71.36,219.35,2,9.12,1,,
vllm,few_shot,680,127.20,0.00,130.99,1,7.63,1,,
vllm,few_shot,681,163.54,35.40,198.94,2,10.05,1,,
vllm,few_shot,682,158.47,67.55,226.02,2,8.85,1,,
vllm,few_shot,683,184.70,0.00,195.16,1,5.12,1,,
vllm,few_shot,684,177.03,36.62,213.65,2,9.36,1,,
vllm,few_shot,685,203.04,0.00,249.30,1,4.01,1,,
vllm,few_shot,686,122.79,0.00,127.51,1,7.84,1,,
vllm,few_shot,687,162.50,0.00,196.82,1,5.08,1,,
vllm,few_shot,688,100.77,0.35,101.12,2,19.78,1,,
vllm,few_shot,689,167.49,0.00,217.12,1,4.61,1,,
vllm,few_shot,690,139.04,56.32,195.36,2,10.24,1,,
vllm,few_shot,691,205.46,50.47,255.93,2,7.81,1,,
vllm,few_shot,692,132.10,62.55,194.66,2,10.27,1,,
vllm,few_shot,693,106.29,0.00,146.17,1,6.84,1,,
vllm,few_shot,694,176.91,41.79,218.70,2,9.14,1,,
vllm,few_shot,695,150.13,0.00,195.61,1,5.11,1,,
vllm,few_shot,696,165.83,66.30,232.13,2,8.62,1,,
vllm,few_shot,697,141.08,30.40,201.88,3,14.86,1,,
vllm,few_shot,698,76.76,0.00,82.09,1,12.18,1,,
vllm,few_shot,699,86.21,0.00,94.01,1,10.64,1,,
vllm,few_shot,700,82.80,0.00,90.93,1,11.00,1,,
vllm,few_shot,701,212.29,0.33,212.62,2,9.41,0,,
vllm,few_shot,702,83.95,7.64,91.59,2,21.84,1,,
vllm,few_shot,703,97.64,4.31,101.95,2,19.62,1,,
vllm,few_shot,704,192.43,57.34,249.77,2,8.01,1,,
vllm,few_shot,705,158.49,45.08,203.57,2,9.82,1,,
vllm,few_shot,706,100.48,8.48,108.96,2,18.36,1,,
vllm,few_shot,707,97.13,0.00,101.26,1,9.88,1,,
vllm,few_shot,708,154.97,56.10,211.07,2,9.48,1,,
vllm,few_shot,709,170.51,57.53,228.03,2,8.77,1,,
vllm,few_shot,710,173.29,82.39,255.68,2,7.82,1,,
vllm,few_shot,711,104.30,0.38,104.68,2,19.11,1,,
vllm,few_shot,712,77.76,26.15,103.91,2,19.25,1,,
vllm,few_shot,713,117.69,0.00,187.57,1,5.33,1,,
vllm,few_shot,714,158.79,94.73,253.52,2,7.89,1,,
vllm,few_shot,715,159.00,0.00,236.10,1,4.24,1,,
vllm,few_shot,716,230.96,0.00,232.65,1,4.30,1,,
vllm,few_shot,717,89.62,11.14,100.75,2,19.85,1,,
vllm,few_shot,718,92.06,0.00,100.90,1,9.91,1,,
vllm,few_shot,719,84.32,47.10,131.43,2,15.22,1,,
vllm,few_shot,720,110.99,24.55,135.54,2,14.76,1,,
vllm,few_shot,721,112.21,31.37,143.58,2,13.93,1,,
vllm,few_shot,722,131.87,0.00,146.73,1,6.82,1,,
vllm,few_shot,723,143.70,0.00,163.40,1,6.12,1,,
vllm,few_shot,724,123.83,38.56,162.39,2,12.32,1,,
vllm,few_shot,725,143.67,38.68,182.35,2,10.97,1,,
vllm,few_shot,726,154.10,0.00,180.04,1,5.55,1,,
vllm,few_shot,727,148.32,43.31,191.62,2,10.44,1,,
vllm,few_shot,728,100.91,0.00,129.86,1,7.70,1,,
vllm,few_shot,729,136.28,0.00,169.63,1,5.90,1,,
vllm,few_shot,730,126.25,0.00,158.81,1,6.30,1,,
vllm,few_shot,731,137.77,0.00,168.28,1,5.94,1,,
vllm,few_shot,732,145.73,0.00,181.90,1,5.50,1,,
vllm,few_shot,733,115.82,0.00,154.09,1,6.49,1,,
vllm,few_shot,734,127.00,0.00,150.08,1,6.66,1,,
vllm,few_shot,735,161.71,0.00,187.09,1,5.34,1,,
vllm,few_shot,736,134.55,0.00,161.13,1,6.21,1,,
vllm,few_shot,737,121.55,0.00,151.55,1,6.60,1,,
vllm,few_shot,738,149.37,0.00,182.57,1,5.48,1,,
vllm,few_shot,739,129.40,61.29,190.69,2,10.49,1,,
vllm,few_shot,740,159.36,0.00,184.24,1,5.43,1,,
vllm,few_shot,741,175.18,0.00,217.54,1,4.60,1,,
vllm,few_shot,742,179.01,0.00,207.79,1,4.81,1,,
vllm,few_shot,743,136.67,0.00,180.58,1,5.54,1,,
vllm,few_shot,744,141.16,0.00,156.05,1,6.41,1,,
vllm,few_shot,745,166.87,45.50,212.37,2,9.42,1,,
vllm,few_shot,746,136.16,0.00,156.47,1,6.39,1,,
vllm,few_shot,747,171.35,50.22,221.58,2,9.03,1,,
vllm,few_shot,748,193.03,0.00,214.80,1,4.66,1,,
vllm,few_shot,749,174.06,48.76,222.82,2,8.98,1,,
vllm,few_shot,750,166.26,0.00,196.09,1,5.10,1,,
vllm,few_shot,751,148.63,0.00,170.29,1,5.87,1,,
vllm,few_shot,752,134.25,27.58,161.82,2,12.36,1,,
vllm,few_shot,753,173.40,0.00,200.74,1,4.98,1,,
vllm,few_shot,754,127.99,60.28,188.26,2,10.62,0,,
vllm,few_shot,755,145.40,0.00,164.04,1,6.10,1,,
vllm,few_shot,756,173.41,0.00,212.38,1,4.71,1,,
vllm,few_shot,757,190.77,29.53,220.30,2,9.08,0,,
vllm,few_shot,758,73.03,0.00,89.74,1,11.14,1,,
vllm,few_shot,759,181.13,0.00,201.05,1,4.97,1,,
vllm,few_shot,760,142.15,71.71,213.86,2,9.35,1,,
vllm,few_shot,761,182.00,0.00,191.38,1,5.23,1,,
vllm,few_shot,762,183.48,42.25,225.73,2,8.86,1,,
vllm,few_shot,763,115.81,0.34,116.15,2,17.22,1,,
vllm,few_shot,764,156.54,0.00,212.27,1,4.71,1,,
vllm,few_shot,765,170.03,26.46,196.48,2,10.18,1,,
vllm,few_shot,766,67.79,0.00,72.51,1,13.79,1,,
vllm,few_shot,767,171.44,44.94,216.38,2,9.24,1,,
vllm,few_shot,768,193.94,34.31,228.25,2,8.76,1,,
vllm,few_shot,769,105.02,4.34,109.36,2,18.29,1,,
vllm,few_shot,770,157.83,54.68,212.52,2,9.41,1,,
vllm,few_shot,771,157.05,21.46,178.51,2,11.20,1,,
vllm,few_shot,772,85.91,0.00,86.14,1,11.61,1,,
vllm,few_shot,773,180.51,0.00,237.24,1,4.22,1,,
vllm,few_shot,774,159.14,0.00,203.12,1,4.92,1,,
vllm,few_shot,775,73.79,0.00,83.09,1,12.04,1,,
vllm,few_shot,776,144.70,45.48,190.18,2,10.52,1,,
vllm,few_shot,777,85.44,0.00,90.44,1,11.06,1,,
vllm,few_shot,778,155.89,0.00,200.28,1,4.99,1,,
vllm,few_shot,779,95.06,0.00,100.21,1,9.98,1,,
vllm,few_shot,780,168.02,40.48,208.50,2,9.59,1,,
vllm,few_shot,781,119.06,0.00,123.43,1,8.10,1,,
vllm,few_shot,782,182.78,79.30,262.09,2,7.63,1,,
vllm,few_shot,783,100.93,0.00,105.87,1,9.45,1,,
vllm,few_shot,784,98.68,0.00,108.90,1,9.18,1,,
vllm,few_shot,785,145.10,79.80,224.90,2,8.89,1,,
vllm,few_shot,786,145.00,0.00,231.60,1,4.32,1,,
vllm,few_shot,787,180.33,25.55,205.89,2,9.71,1,,
vllm,few_shot,788,81.24,0.00,101.45,1,9.86,1,,
vllm,few_shot,789,102.27,68.88,171.14,2,11.69,1,,
vllm,few_shot,790,75.98,32.11,108.09,2,18.50,1,,
vllm,few_shot,791,88.13,0.00,90.21,1,11.09,1,,
vllm,few_shot,792,194.87,85.43,280.30,2,7.14,1,,
vllm,few_shot,793,215.05,0.00,228.04,1,4.39,1,,
vllm,few_shot,794,215.68,21.90,237.58,2,8.42,1,,
vllm,few_shot,795,127.00,127.34,254.34,2,7.86,1,,
vllm,few_shot,796,63.43,28.51,91.93,2,21.75,1,,
vllm,few_shot,797,167.72,72.96,240.67,2,8.31,1,,
vllm,few_shot,798,75.91,28.36,104.27,2,19.18,1,,
vllm,few_shot,799,140.39,134.03,274.43,2,7.29,1,,
vllm,few_shot,800,71.75,21.67,93.42,2,21.41,1,,
vllm,few_shot,801,71.34,0.00,97.90,1,10.21,1,,
vllm,few_shot,802,87.42,0.00,93.20,1,10.73,1,,
vllm,few_shot,803,77.75,33.89,111.64,2,17.91,0,,
vllm,few_shot,804,57.48,0.00,96.85,1,10.33,1,,
vllm,few_shot,805,162.57,83.65,246.22,2,8.12,1,,
vllm,few_shot,806,93.68,22.98,116.66,2,17.14,1,,
vllm,few_shot,807,103.00,10.40,113.39,2,17.64,1,,
vllm,few_shot,808,93.66,0.00,106.85,1,9.36,1,,
vllm,few_shot,809,92.98,26.79,119.77,2,16.70,0,,
vllm,few_shot,810,102.87,28.60,131.48,2,15.21,1,,
vllm,few_shot,811,117.25,0.00,130.39,1,7.67,1,,
vllm,few_shot,812,100.74,24.48,125.22,2,15.97,1,,
vllm,few_shot,813,116.43,24.41,140.84,2,14.20,0,,
vllm,few_shot,814,97.27,25.98,123.25,2,16.23,1,,
vllm,few_shot,815,129.45,24.24,153.69,2,13.01,1,,
vllm,few_shot,816,56.70,30.76,87.46,2,22.87,1,,
vllm,few_shot,817,118.25,0.00,126.81,1,7.89,1,,
vllm,few_shot,818,127.68,0.00,136.96,1,7.30,1,,
vllm,few_shot,819,152.38,0.00,173.45,1,5.77,1,,
vllm,few_shot,820,109.74,0.00,129.84,1,7.70,1,,
vllm,few_shot,821,133.48,32.94,166.42,2,12.02,1,,
vllm,few_shot,822,113.76,38.32,152.08,2,13.15,1,,
vllm,few_shot,823,134.75,0.00,164.32,1,6.09,1,,
vllm,few_shot,824,118.27,0.00,148.85,1,6.72,1,,
vllm,few_shot,825,151.66,0.00,177.29,1,5.64,1,,
vllm,few_shot,826,156.73,0.00,188.95,1,5.29,1,,
vllm,few_shot,827,188.87,0.00,210.90,1,4.74,1,,
vllm,few_shot,828,147.75,0.00,165.11,1,6.06,1,,
vllm,few_shot,829,123.44,0.00,151.99,1,6.58,1,,
vllm,few_shot,830,113.86,0.00,143.45,1,6.97,1,,
vllm,few_shot,831,133.90,0.00,161.01,1,6.21,1,,
vllm,few_shot,832,137.14,0.00,166.05,1,6.02,1,,
vllm,few_shot,833,170.66,0.00,207.03,1,4.83,1,,
vllm,few_shot,834,148.81,55.52,204.32,2,9.79,1,,
vllm,few_shot,835,132.08,0.00,173.83,1,5.75,1,,
vllm,few_shot,836,116.49,0.00,156.17,1,6.40,1,,
vllm,few_shot,837,168.05,0.00,184.18,1,5.43,1,,
vllm,few_shot,838,128.89,45.18,174.06,2,11.49,1,,
vllm,few_shot,839,128.95,47.20,176.15,2,11.35,1,,
vllm,few_shot,840,165.62,56.39,222.01,2,9.01,1,,
vllm,few_shot,841,213.73,22.38,236.11,2,8.47,1,,
vllm,few_shot,842,186.73,0.00,221.13,1,4.52,1,,
vllm,few_shot,843,148.32,0.00,185.04,1,5.40,1,,
vllm,few_shot,844,81.61,0.00,96.79,1,10.33,1,,
vllm,few_shot,845,190.02,0.00,234.24,1,4.27,1,,
vllm,few_shot,846,148.61,36.65,185.26,2,10.80,1,,
vllm,few_shot,847,162.20,0.00,177.97,1,5.62,1,,
vllm,few_shot,848,154.85,66.02,220.87,2,9.06,0,,
vllm,few_shot,849,111.39,70.15,181.53,2,11.02,1,,
vllm,few_shot,850,179.39,0.00,225.26,1,4.44,1,,
vllm,few_shot,851,164.76,0.00,185.40,1,5.39,1,,
vllm,few_shot,852,218.77,39.92,258.69,2,7.73,1,,
vllm,few_shot,853,156.51,0.00,177.50,1,5.63,1,,
vllm,few_shot,854,176.77,38.88,215.65,2,9.27,1,,
vllm,few_shot,855,144.16,0.00,176.63,1,5.66,1,,
vllm,few_shot,856,159.15,45.83,204.98,2,9.76,1,,
vllm,few_shot,857,156.59,0.00,182.26,1,5.49,1,,
vllm,few_shot,858,135.85,0.00,186.36,1,5.37,1,,
vllm,few_shot,859,109.55,0.00,143.37,1,6.98,1,,
vllm,few_shot,860,147.30,0.00,183.90,1,5.44,1,,
vllm,few_shot,861,81.37,23.53,104.90,2,19.07,1,,
vllm,few_shot,862,152.98,0.00,206.08,1,4.85,1,,
vllm,few_shot,863,192.37,0.00,233.76,1,4.28,1,,
vllm,few_shot,864,218.55,36.31,254.85,2,7.85,1,,
vllm,few_shot,865,155.09,45.96,201.05,2,9.95,1,,
vllm,few_shot,866,138.71,0.00,189.45,1,5.28,1,,
vllm,few_shot,867,199.11,70.63,269.74,2,7.41,1,,
vllm,few_shot,868,92.75,0.37,93.12,2,21.48,1,,
vllm,few_shot,869,82.41,52.64,135.05,2,14.81,1,,
vllm,few_shot,870,138.16,69.01,207.17,2,9.65,1,,
vllm,few_shot,871,85.74,0.00,136.33,1,7.34,1,,
vllm,few_shot,872,95.32,55.92,151.24,2,13.22,1,,
vllm,few_shot,873,99.94,36.89,136.83,2,14.62,1,,
vllm,few_shot,874,129.00,81.11,210.11,2,9.52,1,,
vllm,few_shot,875,112.60,0.00,165.38,1,6.05,1,,
vllm,few_shot,876,88.84,17.83,106.67,2,18.75,1,,
vllm,few_shot,877,108.98,0.00,112.98,1,8.85,1,,
vllm,few_shot,878,152.18,86.94,239.13,2,8.36,1,,
vllm,few_shot,879,54.26,20.24,74.50,2,26.85,1,,
vllm,few_shot,880,95.53,48.92,144.45,2,13.85,1,,
vllm,few_shot,881,210.55,48.39,258.94,2,7.72,1,,
vllm,few_shot,882,144.40,119.07,263.47,2,7.59,1,,
vllm,few_shot,883,147.44,95.11,242.55,2,8.25,1,,
vllm,few_shot,884,110.52,0.00,110.75,1,9.03,1,,
vllm,few_shot,885,143.35,0.00,218.83,1,4.57,1,,
vllm,few_shot,886,93.39,0.00,121.01,1,8.26,1,,
vllm,few_shot,887,71.97,0.00,89.22,1,11.21,1,,
vllm,few_shot,888,98.05,0.00,102.12,1,9.79,1,,
vllm,few_shot,889,82.92,35.87,118.79,2,16.84,1,,
vllm,few_shot,890,119.97,0.00,125.50,1,7.97,1,,
vllm,few_shot,891,77.02,71.65,148.67,2,13.45,1,,
vllm,few_shot,892,76.81,0.00,113.56,1,8.81,1,,
vllm,few_shot,893,79.22,0.00,110.69,1,9.03,1,,
vllm,few_shot,894,108.81,0.00,109.08,1,9.17,1,,
vllm,few_shot,895,92.76,0.00,98.28,1,10.17,1,,
vllm,few_shot,896,72.84,0.00,106.61,1,9.38,1,,
vllm,few_shot,897,172.10,0.00,218.60,1,4.57,1,,
vllm,few_shot,898,130.70,7.67,138.36,2,14.45,1,,
vllm,few_shot,899,85.26,23.93,109.19,2,18.32,1,,
vllm,few_shot,900,88.52,0.00,109.32,1,9.15,1,,
vllm,few_shot,901,98.43,37.07,135.50,2,14.76,1,,
vllm,few_shot,902,61.78,0.00,86.71,1,11.53,1,,
vllm,few_shot,903,113.70,0.00,130.14,1,7.68,1,,
vllm,few_shot,904,101.38,0.00,119.10,1,8.40,1,,
vllm,few_shot,905,74.13,0.00,89.16,1,11.22,1,,
vllm,few_shot,906,115.79,27.86,143.66,2,13.92,1,,
vllm,few_shot,907,155.18,34.57,189.75,2,10.54,1,,
vllm,few_shot,908,128.19,0.00,149.00,1,6.71,1,,
vllm,few_shot,909,133.23,0.00,157.88,1,6.33,1,,
vllm,few_shot,910,94.70,42.80,137.50,2,14.55,1,,
vllm,few_shot,911,99.48,0.00,127.04,1,7.87,1,,
vllm,few_shot,912,137.17,0.00,167.05,1,5.99,1,,
vllm,few_shot,913,136.30,0.00,161.66,1,6.19,1,,
vllm,few_shot,914,171.53,0.00,230.80,1,4.33,1,,
vllm,few_shot,915,164.43,82.53,246.95,2,8.10,1,,
vllm,few_shot,916,157.73,83.78,241.51,2,8.28,1,,
vllm,few_shot,917,134.48,88.76,223.24,2,8.96,1,,
vllm,few_shot,918,172.88,0.00,240.74,1,4.15,1,,
vllm,few_shot,919,132.84,0.00,199.36,1,5.02,1,,
vllm,few_shot,920,185.72,0.00,259.90,1,3.85,1,,
vllm,few_shot,921,162.45,0.00,239.71,1,4.17,1,,
vllm,few_shot,922,117.16,0.00,190.87,1,5.24,1,,
vllm,few_shot,923,158.28,0.00,235.17,1,4.25,1,,
vllm,few_shot,924,137.91,102.45,240.36,2,8.32,1,,
vllm,few_shot,925,239.45,0.00,255.64,1,3.91,1,,
vllm,few_shot,926,138.00,91.12,229.12,2,8.73,1,,
vllm,few_shot,927,161.74,0.00,193.63,1,5.16,1,,
vllm,few_shot,928,134.53,91.68,226.22,2,8.84,1,,
vllm,few_shot,929,137.53,86.53,224.05,2,8.93,0,,
vllm,few_shot,930,231.08,0.00,265.84,1,3.76,1,,
vllm,few_shot,931,158.57,91.81,250.38,2,7.99,1,,
vllm,few_shot,932,124.90,97.22,222.12,2,9.00,1,,
vllm,few_shot,933,178.99,0.00,215.42,1,4.64,1,,
vllm,few_shot,934,200.83,0.00,227.87,1,4.39,1,,
vllm,few_shot,935,165.40,0.00,196.46,1,5.09,1,,
vllm,few_shot,936,121.81,98.50,220.31,2,9.08,1,,
vllm,few_shot,937,186.17,0.00,221.75,1,4.51,1,,
vllm,few_shot,938,222.28,0.00,253.99,1,3.94,1,,
vllm,few_shot,939,235.08,0.00,243.53,1,4.11,1,,
vllm,few_shot,940,178.23,0.00,198.69,1,5.03,1,,
vllm,few_shot,941,205.86,0.00,241.69,1,4.14,1,,
vllm,few_shot,942,168.81,0.00,207.12,1,4.83,1,,
vllm,few_shot,943,208.05,0.00,255.86,1,3.91,1,,
vllm,few_shot,944,133.18,0.00,158.49,1,6.31,1,,
vllm,few_shot,945,138.02,0.00,144.35,1,6.93,1,,
vllm,few_shot,946,184.64,0.00,212.94,1,4.70,1,,
vllm,few_shot,947,165.67,55.20,220.87,2,9.06,1,,
vllm,few_shot,948,152.53,110.51,263.05,2,7.60,1,,
vllm,few_shot,949,205.38,0.00,244.40,1,4.09,1,,
vllm,few_shot,950,132.34,18.38,150.72,2,13.27,1,,
vllm,few_shot,951,163.82,0.00,215.61,1,4.64,1,,
vllm,few_shot,952,237.83,55.51,293.34,2,6.82,1,,
vllm,few_shot,953,140.29,115.59,255.87,2,7.82,1,,
vllm,few_shot,954,211.93,0.00,266.55,1,3.75,1,,
vllm,few_shot,955,217.32,0.00,258.36,1,3.87,1,,
vllm,few_shot,956,234.90,54.31,289.21,2,6.92,1,,
vllm,few_shot,957,169.66,52.90,222.56,2,8.99,1,,
vllm,few_shot,958,147.96,0.00,169.11,1,5.91,1,,
vllm,few_shot,959,178.00,0.00,232.92,1,4.29,1,,
vllm,few_shot,960,101.90,0.00,112.73,1,8.87,1,,
vllm,few_shot,961,194.37,0.00,239.47,1,4.18,1,,
vllm,few_shot,962,130.68,6.64,137.32,2,14.57,1,,
vllm,few_shot,963,204.73,39.14,243.87,2,8.20,1,,
vllm,few_shot,964,152.67,59.00,211.67,2,9.45,1,,
vllm,few_shot,965,115.29,0.00,117.72,1,8.49,1,,
vllm,few_shot,966,228.15,0.00,242.59,1,4.12,1,,
vllm,few_shot,967,178.06,52.41,230.47,2,8.68,1,,
vllm,few_shot,968,101.59,35.33,136.92,2,14.61,1,,
vllm,few_shot,969,94.31,0.00,111.90,1,8.94,1,,
vllm,few_shot,970,169.79,35.30,205.10,2,9.75,1,,
vllm,few_shot,971,101.57,36.24,137.82,2,14.51,1,,
vllm,few_shot,972,187.00,0.00,249.73,1,4.00,1,,
vllm,few_shot,973,133.31,39.59,172.90,2,11.57,1,,
vllm,few_shot,974,95.08,21.56,116.64,2,17.15,1,,
vllm,few_shot,975,177.80,34.93,212.73,2,9.40,1,,
vllm,few_shot,976,126.48,0.00,148.27,1,6.74,1,,
vllm,few_shot,977,105.53,14.28,119.81,2,16.69,1,,
vllm,few_shot,978,57.88,0.00,69.75,1,14.34,1,,
vllm,few_shot,979,50.16,0.00,62.82,1,15.92,1,,
vllm,few_shot,980,57.74,22.00,79.74,2,25.08,0,,
vllm,few_shot,981,58.03,0.00,70.15,1,14.25,1,,
vllm,few_shot,982,57.67,24.84,82.52,2,24.24,1,,
vllm,few_shot,983,70.80,0.00,85.96,1,11.63,1,,
vllm,few_shot,984,63.23,24.40,87.63,2,22.82,1,,
vllm,few_shot,985,72.14,0.00,87.60,1,11.42,1,,
vllm,few_shot,986,73.79,0.00,89.72,1,11.15,1,,
vllm,few_shot,987,63.95,30.17,94.12,2,21.25,1,,
vllm,few_shot,988,68.36,0.00,85.38,1,11.71,1,,
vllm,few_shot,989,61.49,33.33,94.82,2,21.09,1,,
vllm,few_shot,990,77.47,0.00,94.22,1,10.61,1,,
vllm,few_shot,991,88.45,0.00,106.68,1,9.37,1,,
vllm,few_shot,992,76.06,25.90,101.96,2,19.62,1,,
vllm,few_shot,993,81.29,0.00,93.53,1,10.69,1,,
vllm,few_shot,994,82.88,0.00,92.90,1,10.76,1,,
vllm,few_shot,995,82.53,0.00,94.70,1,10.56,1,,
vllm,few_shot,996,73.45,26.84,100.29,2,19.94,1,,
vllm,few_shot,997,89.63,0.00,101.59,1,9.84,1,,
vllm,few_shot,998,89.06,0.00,103.33,1,9.68,1,,
vllm,few_shot,999,69.76,27.26,97.02,2,20.62,1,,
vllm,self_consistency,0,188.26,0.00,245.23,1,4.08,1,,
vllm,self_consistency,1,178.76,0.00,192.96,1,5.18,1,,
vllm,self_consistency,2,168.08,0.00,172.90,1,5.78,1,,
vllm,self_consistency,3,86.27,0.00,91.35,1,10.95,1,,
vllm,self_consistency,4,139.53,0.00,162.92,1,6.14,1,,
vllm,self_consistency,5,129.37,0.00,143.79,1,6.95,1,,
vllm,self_consistency,6,199.58,0.00,199.86,1,5.00,1,,
vllm,self_consistency,7,212.78,0.00,221.59,1,4.51,1,,
vllm,self_consistency,8,148.31,0.00,167.54,1,5.97,1,,
vllm,self_consistency,9,147.60,0.00,164.88,1,6.07,1,,
vllm,self_consistency,10,383.81,0.00,398.93,1,2.51,1,,
vllm,self_consistency,11,272.23,0.00,301.77,1,3.31,1,,
vllm,self_consistency,12,224.18,0.00,224.42,1,4.46,1,,
vllm,self_consistency,13,189.62,0.00,194.48,1,5.14,1,,
vllm,self_consistency,14,262.37,0.00,282.33,1,3.54,1,,
vllm,self_consistency,15,223.05,0.00,267.85,1,3.73,1,,
vllm,self_consistency,16,122.30,0.00,132.31,1,7.56,1,,
vllm,self_consistency,17,150.22,0.00,169.50,1,5.90,1,,
vllm,self_consistency,18,144.57,0.00,155.33,1,6.44,1,,
vllm,self_consistency,19,172.21,0.00,193.64,1,5.16,1,,
vllm,self_consistency,20,232.83,0.00,331.07,1,3.02,1,,
vllm,self_consistency,21,155.57,0.00,226.33,1,4.42,1,,
vllm,self_consistency,22,100.23,0.00,171.40,1,5.83,1,,
vllm,self_consistency,23,239.60,0.00,240.02,1,4.17,1,,
